Estado,ID,Ano,PIB,Investimento (% PIB),Série de investimento,I0,K,,,k0,taxa de crescimento tecnológico,,taxa de depreciação implícita média
Rondônia,22,2016,"42145005,26","0,1552432733","6542728,569",,"76788635,77",,,,,,
Rondônia,22,2017,"45146080,12","0,1455898652","6572811,72",,"78754899,9",,,,,,
Rondônia,22,2018,"44913978,49","0,1509691196","6780623,788",,"80634061,37",,,,,,
Roraima,23,2003,"5934718,178","0,1660475915","985445,6598","1161912,87","8605414,116",,,"7915235,001",,,
Roraima,23,2004,"6001776,829","0,1732023332","1039521,75",,"9077992,587",,,,,,
Roraima,23,2005,"6424407,632","0,1705618345","1095758,752",,"9576482,323",,,,,,
Roraima,23,2006,"7416617,373","0,1721029957","1276422,068",,"10101499,97",,,,,,
Roraima,23,2007,"7848604,437","0,1799576134","1412416,123",,"10775890,83",,,,,,
Roraima,23,2008,"8537036,667","0,1938532955","1654932,692",,"11546083,26",,,,,,
Roraima,23,2009,"9587296,575","0,1910195804","1831361,369",,"12512890,17",,,,,,
Roraima,23,2010,"10596020,93","0,2053467365","2175858,317",,"13598505,81",,,,,,
Roraima,23,2011,"10944882,1","0,2060896421","2255626,834",,"14963917,67",,,,,,
Roraima,23,2012,"10918424,16","0,2071671277","2261938,572",,"16327721,95",,,,,,
Roraima,23,2013,"12046001,97","0,2091192188","2519050,521",,"17616557,69",,,,,,
Roraima,23,2014,"12242039,8","0,198730289","2432864,107",,"19085693,09",,,,,,
Roraima,23,2015,"11627662,51","0,1783580704","2073887,449",,"20381084,25",,,,,,
Roraima,23,2016,"11762511,85","0,1552432733","1826050,842",,"21240295,77",,,,,,
Roraima,23,2017,"12558100,85","0,1455898652","1828332,211",,"21800463,22",,,,,,
Roraima,23,2018,"13369987,72","0,1509691196","2018455,275",,"22329527,08",,,,,,
Santa Catarina,24,2003,"146643995,2","0,1660475915","24349882,22","28973373,89","214583973,5",,,"197373717,9",,,
Santa Catarina,24,2004,"156529452,3","0,1732023332","27111266,36",,"226145037,3",,,,,,
Santa Catarina,24,2005,"164057303,7","0,1705618345","27981914,69",,"239778466,5",,,,,,
Santa Catarina,24,2006,"177617688,6","0,1721029957","30568536,3",,"253470016,3",,,,,,
Santa Catarina,24,2007,"193685997,5","0,1799576134","34855269,86",,268932196,,,,,,
Santa Catarina,24,2008,"214185310,1","0,1938532955","41520528,21",,"287759591,1",,,,,,
Santa Catarina,24,2009,"218214296,4","0,1910195804","41683203,34",,"312130165,8",,,,,,
Santa Catarina,24,2010,"245345243,6","0,2053467365","50380845,08",,"335210973,2",,,,,,
Santa Catarina,24,2011,"260847547,4","0,2060896421","53757977,68",,"365613847,8",,,,,,
Santa Catarina,24,2012,"271556025,8","0,2071671277","56257481,88",,"397581898,4",,,,,,
Santa Catarina,24,2013,"286771020,7","0,2091192188","59969331,8",,"430144214,9",,,,,,
Santa Catarina,24,2014,"304732219,6","0,198730289","60559522,07",,"464477725,9",,,,,,
Santa Catarina,24,2015,"282753181,9","0,1783580704","50431311,93",,"497355211,8",,,,,,
Santa Catarina,24,2016,"274222717,1","0,1552432733","42571232,2",,"518145048,5",,,,,,
Santa Catarina,24,2017,"287655618,4","0,1455898652","41879742,7",,"529835768,6",,,,,,
Santa Catarina,24,2018,298227090,"0,1509691196","45023081,21",,"540138253,4",,,,,,
São Paulo,25,2003,1353123965,"0,1660475915","224682975,4","262257502,8",1942343934,,,1786562330,,,
São Paulo,25,2004,1388321264,"0,1732023332","240460482,2",,2051266708,,,,,,
São Paulo,25,2005,1494822226,"0,1705618345","254959621,3",,2169475388,,,,,,
São Paulo,25,2006,1608230201,"0,1721029957","276781235,4",,2295138182,,,,,,
São Paulo,25,2007,1747095850,"0,1799576134","314403199,6",,2435133313,,,,,,
São Paulo,25,2008,1838124827,"0,1938532955","356326555,4",,2604406952,,,,,,
São Paulo,25,2009,1905118336,"0,1910195804","363914905,1",,2805515542,,,,,,
São Paulo,25,2010,2066322466,"0,2053467365","424312574,9",,3002226771,,,,,,
São Paulo,25,2011,2152904956,"0,2060896421","443691411,8",,3247612036,,,,,,
São Paulo,25,2012,2207386501,"0,2071671277","457297921,2",,3497751617,,,,,,
São Paulo,25,2013,2293019120,"0,2091192188",479514367,,3746589839,,,,,,
São Paulo,25,2014,2334546852,"0,198730289","463945170,7",,4002814197,,,,,,
São Paulo,25,2015,2202160850,"0,1783580704",392773160,,4228198848,,,,,,
São Paulo,25,2016,2177462213,"0,1552432733","338036361,3",,4368978969,,,,,,
São Paulo,25,2017,2200196484,"0,1455898652","320326309,5",,4446632050,,,,,,
São Paulo,25,2018,2210561949,"0,1509691196","333726591,2",,4501947094,,,,,,
Sergipe,26,2003,"26880583,94","0,1660475915","4463456,221","5191969,114","38453007,48",,,"35368965,01",,,
Sergipe,26,2004,"28355697,93","0,1732023332","4911273,042",,"40624733,69",,,,,,
Sergipe,26,2005,"29029899,29","0,1705618345","4951392,88",,"43114845,74",,,,,,
Sergipe,26,2006,"32026532,99","0,1721029957","5511862,268",,"45496671,44",,,,,,
Sergipe,26,2007,"34018350,45","0,1799576134","6121861,158",,48297014,,,,,,
Sergipe,26,2008,"37764286,2","0,1938532955","7320731,333",,"51540460,08",,,,,,
Sergipe,26,2009,"36691592,26","0,1910195804","7008812,556",,"55789472,78",,,,,,
Sergipe,26,2010,"42141958,08","0,2053467365","8653713,562",,"59473333,2",,,,,,
Sergipe,26,2011,"43619776,69","0,2060896421","8989584,166",,"64582543,18",,,,,,
Sergipe,26,2012,"46515787,14","0,2071671277","9636542,018",,"69723124,04",,,,,,
Sergipe,26,2013,"47238967,43","0,2091192188","9878575,963",,"75204293,39",,,,,,
Sergipe,26,2014,"47078534,44","0,198730289","9355930,757",,"80600828,87",,,,,,
Sergipe,26,2015,"43769059,44","0,1783580704","7806564,987",,"85153095,33",,,,,,
Sergipe,26,2016,"41522426,34","0,1552432733","6446077,38",,"87884689,15",,,,,,
Sergipe,26,2017,"42236367,92","0,1455898652","6149187,113",,"89092997,28",,,,,,
Sergipe,26,2018,"42017981,28","0,1509691196","6343417,639",,"89932402,15",,,,,,
Tocantins,27,2003,"15127658,21","0,1660475915","2511911,211","2831525,738","20970979,99",,,"19289046,71",,,
Tocantins,27,2004,"15418388,84","0,1732023332","2670500,921",,"22233058,55",,,,,,
Tocantins,27,2005,"15505298,52","0,1705618345","2644612,16",,"23578509,21",,,,,,
Tocantins,27,2006,"16882624,75","0,1721029957","2905550,295",,"24817884,67",,,,,,
Tocantins,27,2007,"19032560,16","0,1799576134","3425054,103",,"26244333,72",,,,,,
Tocantins,27,2008,"21363286,42","0,1938532955","4141343,476",,"28105272,78",,,,,,
Tocantins,27,2009,"23139774,88","0,1910195804","4420150,087",,"30571592,6",,,,,,
Tocantins,27,2010,"26181930,23","0,2053467365","5376373,927",,"33169730,81",,,,,,
Tocantins,27,2011,"27491663,05","0,2060896421","5665746,998",,"36569248,5",,,,,,
Tocantins,27,2012,"29286434,88","0,2071671277","6067186,596",,"40055534,12",,,,,,
Tocantins,27,2013,"31812596,79","0,2091192188","6652625,388",,43735483,,,,,,
Tocantins,27,2014,"32902987,04","0,198730289","6538820,125",,"47781552,34",,,,,,
Tocantins,27,2015,"32841430,56","0,1783580704","5857534,185",,"51472677,97",,,,,,
Tocantins,27,2016,"33733657,75","0,1552432733","5236923,449",,"54262533,22",,,,,,
Tocantins,27,2017,"35385679,75","0,1455898652","5151796,346",,"56265507,38",,,,,,
Tocantins,27,2018,"35666183,08","0,1509691196","5384492,258",,"58063980,78",,,,,,
